	TARA_112_DCM_0.8_5.0	TARA_097_DCM_0.8_5.0	TARA_096_DCM_0.8_5.0	TARA_151_DCM_0.8_5.0	TARA_142_DCM_0.8_5.0	TARA_006_DCM_0.8_5.0	TARA_066_DCM_0.8_5.0	TARA_051_DCM_0.8_5.0	TARA_132_DCM_0.8_5.0	TARA_086_DCM_0.8_5.0	TARA_034_DCM_0.8_5.0	TARA_058_DCM_0.8_5.0	TARA_080_DCM_0.8_5.0	TARA_102_DCM_0.8_5.0	TARA_128_DCM_0.8_5.0	TARA_032_DCM_0.8_5.0	TARA_106_DCM_0.8_5.0	TARA_025_DCM_0.8_5.0	TARA_122_DCM_0.8_5.0	TARA_111_DCM_0.8_5.0	TARA_110_DCM_0.8_5.0	TARA_109_DCM_0.8_5.0	TARA_138_DCM_0.8_5.0	TARA_004_DCM_0.8_5.0	TARA_135_DCM_0.8_5.0	TARA_009_DCM_0.8_5.0	TARA_016_DCM_0.8_5.0	TARA_042_DCM_0.8_5.0	TARA_072_DCM_0.8_5.0	TARA_093_DCM_0.8_5.0	TARA_081_DCM_0.8_5.0	TARA_137_DCM_0.8_5.0	TARA_038_DCM_0.8_5.0	TARA_068_DCM_0.8_5.0	TARA_143_DCM_0.8_5.0	TARA_078_DCM_0.8_5.0	TARA_065_DCM_0.8_5.0	TARA_041_DCM_0.8_5.0	TARA_064_DCM_0.8_5.0	TARA_005_DCM_0.8_5.0	TARA_036_DCM_0.8_5.0	TARA_023_DCM_0.8_5.0	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0	TARA_085_SRF_0.8_5.0	TARA_142_SRF_0.8_5.0	TARA_080_SRF_0.8_5.0	TARA_086_SRF_0.8_5.0	TARA_036_SRF_0.8_5.0	TARA_081_SRF_0.8_5.0	TARA_006_SRF_0.8_5.0	TARA_124_SRF_0.8_5.0	TARA_043_SRF_0.8_5.0	TARA_004_SRF_0.8_5.0	TARA_131_SRF_0.8_5.0	TARA_113_SRF_0.8_5.0	TARA_041_SRF_0.8_5.0	TARA_058_SRF_0.8_5.0	TARA_052_SRF_0.8_5.0	TARA_143_SRF_0.8_5.0	TARA_123_SRF_0.8_5.0	TARA_149_SRF_0.8_5.0	TARA_095_SRF_0.8_5.0	TARA_128_SRF_0.8_5.0	TARA_110_SRF_0.8_5.0	TARA_046_SRF_0.8_5.0	TARA_067_SRF_0.8_5.0	TARA_076_SRF_0.8_5.0	TARA_039_SRF_0.8_5.0	TARA_129_SRF_0.8_5.0	TARA_130_SRF_0.8_5.0	TARA_072_SRF_0.8_5.0	TARA_005_SRF_0.8_5.0	TARA_082_SRF_0.8_5.0	TARA_122_SRF_0.8_5.0	TARA_084_SRF_0.8_5.0	TARA_145_SRF_0.8_5.0	TARA_042_SRF_0.8_5.0	TARA_136_SRF_0.8_5.0	TARA_092_SRF_0.8_5.0	TARA_106_SRF_0.8_5.0	TARA_137_SRF_0.8_5.0	TARA_111_SRF_0.8_5.0	TARA_051_SRF_0.8_5.0	TARA_112_SRF_0.8_5.0	TARA_139_SRF_0.8_5.0	TARA_102_SRF_0.8_5.0	TARA_064_SRF_0.8_5.0	TARA_045_SRF_0.8_5.0	TARA_100_SRF_0.8_5.0	TARA_018_SRF_0.8_5.0	TARA_109_SRF_0.8_5.0	TARA_152_SRF_0.8_5.0	TARA_009_SRF_0.8_5.0	TARA_089_SRF_0.8_5.0	TARA_068_SRF_0.8_5.0	TARA_151_SRF_0.8_5.0	TARA_078_SRF_0.8_5.0	TARA_146_SRF_0.8_5.0	TARA_093_SRF_0.8_5.0	TARA_016_SRF_0.8_5.0	TARA_038_SRF_0.8_5.0	TARA_066_SRF_0.8_5.0	TARA_070_SRF_0.8_5.0	TARA_132_SRF_0.8_5.0	TARA_147_SRF_0.8_5.0	TARA_022_SRF_0.8_5.0	TARA_135_SRF_0.8_5.0	TARA_148_SRF_0.8_5.0	TARA_097_SRF_0.8_5.0	TARA_096_SRF_0.8_5.0	TARA_098_SRF_0.8_5.0	TARA_150_SRF_0.8_5.0	TARA_020_SRF_0.8_5.0	TARA_025_SRF_0.8_5.0
AACY020553637.768.2309	1	0	0	0	6	0	0	4	1	0	8	1	1	5	16	6	1	3	0	2	16	10	1	2	0	1	2	6	0	0	0	2	7	1	26	0	1	1	4	11	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	0	0	5	0	0	5	11	13	13	0	20	4	22	7	1	0	0	9	4	32	0	1	24	24	5	18	4	0	4	0	0	8	12	0	13	29	16	19	7	17	6	3	32	2	30	11	0	9	0	2	4	7	1	0	6	11	0	11	39	1	0	0	8	9	8	19	1	12	7
AACY020565548.7039.8284	3	1	0	0	5	0	1	6	3	0	6	2	8	3	6	4	1	2	4	10	5	14	2	3	1	1	7	5	11	8	0	4	4	8	5	2	7	3	6	9	10	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	8	2	0	9	0	0	2	1	2	1	10	4	4	1	14	4	6	4	8	2	1	0	1	7	6	4	4	4	0	1	0	1	2	3	0	4	6	5	4	2	4	2	8	0	14	8	14	0	17	0	4	3	9	4	24	15	6	0	2	0	4	11	1	4	0	0	1	20	15	19
AACY020565564.130.1652	3	7	1	14	12	5	2	10	8	0	20	1	26	0	0	16	11	29	9	6	2	0	7	27	24	18	7	15	6	1	4	20	10	12	7	10	15	9	10	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AACY023245853.1.1365	1	1	0	1	1	1	1	0	1	0	0	0	10	11	0	0	0	9	0	2	1	0	1	6	10	8	7	0	1	1	12	2	4	0	0	0	0	0	0	7	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AACY023699532.152.1430	3	0	0	2	7	0	2	0	2	0	1	1	9	4	3	2	9	0	5	4	1	3	3	12	0	0	2	6	1	9	6	1	2	15	0	3	7	5	9	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AACY023720166.226.1637	17	55	38	50	90	9	5	60	39	0	34	29	21	37	54	46	50	36	28	62	24	17	38	48	59	90	53	71	24	7	11	39	40	32	112	50	16	52	40	42	3	80	14	12	0	4	0	2	9	5	7	0	0	7	2	3	3	0	100	27	0	13	2	6	38	39	37	89	24	21	26	58	43	19	24	27	22	12	28	0	78	57	41	36	75	44	0	27	0	7	52	30	0	31	21	69	78	71	14	25	49	60	14	56	28	31	34	0	39	90	90	32	16	56	24	5	49	111	67	28	54	91	74	86	100	56	48	83
AACY023866658.268.1468	3	0	2	0	1	0	1	1	0	0	5	7	1	0	1	3	2	1	3	1	4	7	0	0	3	1	1	9	1	0	0	1	1	0	3	0	4	2	0	0	7	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	0	8	0	0	0	16	0	2	1	3	10	11	3	17	0	0	5	6	2	0	11	1	4	10	1	0	0	21	0	0	13	2	1	7	6	7	4	4	3	1	0	9	12	0	4	0	1	0	0	1	0	0	0	0	5	1	4	2	0	0	0	0	6	4	3	0	1	0
AACY023936572.36.1480	6	6	15	12	22	0	1	14	6	0	14	14	3	4	27	17	2	6	8	9	8	14	9	9	0	3	4	14	10	1	0	5	7	5	49	5	6	9	9	17	13	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	15	4	0	32	0	0	18	21	7	45	15	54	16	46	27	5	7	1	15	5	27	0	37	56	34	28	29	11	0	20	0	0	69	15	0	17	31	24	68	33	15	8	10	67	9	25	22	5	20	0	6	22	16	4	0	9	33	0	9	107	12	0	2	22	49	24	49	10	27	6
AACY023938893.20.1523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0	2	0	0	0	4	0	1	0	0	1	5	0	3	2	1	2	0	1	0	0	0	4	2	0	1	0	11	0	0	2	1	1	6	1	2	1	2	2	2	1	0	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	0	2	0	0	1	6	0	3	1	0	0
AAMT01000002.28822.30269	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	0	3	1	1	1	1	0	1	2	0	0	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AATQ01000003.194546.196142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1	1	2	2	6	0	4	2	0	19	2	0	1	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB004714.1.1483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0	4	0	6	0	0	0	2	1	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB019722.1.1398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28	16	10	22	29	5	2	7	15	10	6	39	11	27	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB019726.1.1399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	28	5	8	7	11	5	2	8	4	2	13	9	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB019729.1.1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	24	6	13	11	12	3	2	0	8	5	19	14	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB019731.1.1369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	18	9	16	20	9	6	15	13	6	2	36	9	27	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB021380.1.1505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	0	0	1	0	2	4	4	0	2	0	7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB021416.1.1477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	11	12	15	18	5	0	1	3	0	2	9	0	1	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB022713.1.1308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	4	0	0	1	1	0	0	11	11	3	3	1	0	0	0	0	7	0	1	2	2	5	1	0	4	7	14	0	0	0	0	5	2	6	1	2	5	7	7	2	1	0	3	2	21	0	0	25	0	0	2	11	0	7	27	1	0	0	30	0	9	10	0	11	8	16	0	22	24
AB073554.1.1397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	36	0	7	0	40	0	5	7	33	72	12	0	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB073566.1.1396	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	2	1	1	5	1	0	3	1	0	0	0	0	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB084261.1.1401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2	0	1	0	2	0	0	3	3	6	0	4	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB166997.1.1462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	8	0	1	3	3	2	0	2	2	0	5	2	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB167073.1.1455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	4	5	1	7	5	8	6	1	3	14	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB183569.1.1258	0	1	12	0	0	0	1	0	0	0	6	0	1	3	0	13	2	6	0	2	2	0	0	2	1	5	2	4	4	2	0	1	0	1	0	1	0	1	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB193887.1.1434	12	9	4	4	14	2	0	14	1	0	17	0	3	0	2	12	8	7	6	10	3	0	4	6	0	1	3	10	1	0	0	5	1	4	24	4	0	3	5	3	0	0	1	24	0	0	0	14	13	0	1	2	2	1	0	0	1	0	17	1	0	2	0	0	3	2	2	0	0	1	0	1	29	1	5	0	2	0	0	0	7	1	15	1	6	0	0	1	0	3	7	1	0	1	1	1	2	13	0	0	7	1	0	0	0	1	0	0	5	2	9	2	1	0	1	0	3	0	16	1	0	16	1	0	0	8	5	0
AB193889.1.1435	0	4	3	3	2	1	0	4	3	0	4	0	1	0	3	3	4	1	0	1	0	0	6	5	1	7	6	3	0	0	0	4	0	2	9	1	0	4	2	0	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	2	0	0	0	2	1	0	0	0	0	0	1	2	15	1	1	0	1	0	1	0	3	0	3	1	6	1	0	0	0	0	0	1	0	0	1	1	0	8	0	0	1	4	0	0	0	1	1	0	2	3	3	2	0	0	0	0	5	2	6	1	0	7	1	0	0	4	0	2
AB193901.1.1435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67	157	26	13	41	83	103	5	20	21	32	72	62	26	26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB193903.1.1434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	13	0	1	1	1	9	1	0	0	2	4	3	1	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB193945.1.1461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	1	9	4	4	13	0	0	4	6	15	21	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB193954.1.1469	1	0	0	3	2	1	1	0	2	0	0	0	3	0	20	7	3	0	2	2	1	1	1	2	0	3	1	3	0	1	0	2	0	0	15	2	1	1	0	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	1	0	4	0	1	1	6	1	3	2	6	0	4	14	0	0	1	3	0	10	0	1	6	11	8	7	0	0	1	0	1	4	5	0	2	2	5	5	6	2	1	3	11	1	0	0	0	0	0	3	6	3	0	0	1	0	0	3	9	1	1	2	4	4	3	7	2	0	0
AB193960.1.1440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	5	0	2	1	1	1	0	3	0	0	12	0	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AB193980.1.1441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	11	8	2	7	4	2	2	4	2	2	10	10	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
