	TARA_100_MES_0.22_3.0	TARA_102_MES_0.22_3.0	TARA_109_MES_0.22_3.0	TARA_110_MES_0.22_3.0	TARA_111_MES_0.22_3.0	TARA_112_MES_0.22_3.0	TARA_122_MES_0.22_3.0	TARA_132_MES_0.22_3.0	TARA_133_MES_0.22_3.0	TARA_137_MES_0.22_3.0	TARA_138_MES_0.22_3.0	TARA_142_MES_0.22_3.0	TARA_145_MES_0.22_3.0	TARA_146_MES_0.22_3.0	TARA_148_MES_0.22_3.0	TARA_149_MES_0.22_3.0	TARA_152_MES_0.22_3.0	TARA_056_MES_0.22_3.0	TARA_064_MES_0.22_3.0	TARA_065_MES_0.22_3.0	TARA_068_MES_0.22_3.0	TARA_070_MES_0.22_3.0	TARA_072_MES_0.22_3.0	TARA_076_MES_0.22_3.0	TARA_078_MES_0.22_3.0	TARA_085_MES_0.22_3.0	TARA_098_MES_0.22_3.0
JF979249.1.1531	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	1	0	3	5	3	7	2	0	1
GQ346868.1.1380	6	0	4	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
GQ349553.1.1379	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ457415.1.1284	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN166353.1.1462	0	1	1	1	0	3	1	1	0	1	1	1	2	4	2	0	6	2	5	4	0	0	1	6	5	0	2
AY726856.1.1201	5	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ745271.1.1327	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ351148.1.1495	1	1	1	0	2	4	0	3	1	0	3	1	2	1	1	0	3	1	2	1	1	2	0	2	1	0	2
DQ677307.1.1456	1	0	0	0	0	0	0	0	0	0	1	7	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0
GU235776.1.1374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AM402958.1.1477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
DQ009128.1.2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0
HQ672788.1.1497	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
HQ674270.1.1493	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	3	0	2	1	1	3	1	2	3	0	6	2
HQ721407.1.1472	0	0	1	1	1	3	2	0	2	0	2	3	0	0	0	0	2	2	2	3	0	3	1	3	1	0	1
FJ626901.1.1422	0	4	1	1	2	1	0	2	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	2	0
GU567995.12506.13914	0	6	1	1	2	0	3	2	3	0	0	3	2	3	0	1	1	1	0	1	3	1	0	1	1	1	1
JN648705.1.1441	0	1	13	0	0	2	0	0	0	0	1	2	0	0	0	3	2	0	1	0	0	3	0	0	0	1	1
JF809710.1.1421	0	4	0	2	4	1	5	1	2	2	0	1	1	2	0	1	2	0	1	2	1	0	1	2	1	4	7
DQ270712.1.1478	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	37	0	0	0	0	0	0	0	0	0	0
EU581829.1.1412	0	0	0	0	0	5	14	0	2	2	1	3	2	1	3	4	1	0	0	0	0	0	0	0	0	0	0
EU937755.1.1426	0	0	7	2	0	0	0	0	0	0	3	1	0	0	0	0	0	1	4	0	1	2	2	2	3	0	0
HQ163252.1.1319	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ674127.1.1481	2	0	2	1	1	0	1	0	1	2	4	0	0	2	0	0	0	0	0	1	0	1	0	1	0	0	1
AY723742.1.1419	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0
DQ009135.1.2271	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU799286.1.1501	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABEF01046320.1.1206	1	0	0	0	0	6	0	1	0	3	5	0	1	1	2	0	2	0	5	2	2	2	2	3	5	0	1
CP002046.1256106.1257626	1	0	0	0	0	15	1	0	0	0	0	0	2	4	2	1	6	0	0	0	0	2	7	0	0	0	1
DQ396201.1.1531	4	1	0	1	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
JF715311.1.918	2	0	0	0	1	0	0	0	2	0	3	2	4	2	4	0	0	0	2	0	0	1	0	0	0	0	0
GQ337300.1.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HQ448947.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
HQ674432.1.1463	0	1	3	0	4	3	2	1	1	0	2	2	1	0	2	2	1	2	0	2	2	1	0	1	1	3	3
JQ221090.1.914	3	5	3	4	4	1	0	3	1	2	1	1	2	2	3	3	1	2	4	3	2	1	0	3	1	0	4
EU050779.1.1412	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
GU234672.1.1326	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ222238.1.915	0	0	0	1	3	0	0	3	0	0	0	1	3	5	2	4	2	0	0	2	0	0	0	1	0	10	0
AF382143.1.1502	1	0	0	2	1	4	1	1	0	1	1	1	2	1	1	1	2	1	2	1	2	0	2	1	1	2	4
FJ615185.1.1461	2	2	5	2	4	0	2	3	2	1	1	1	0	1	1	1	0	0	1	0	3	0	0	0	2	1	2
FN433375.1.1492	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GQ348172.1.1371	1	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673638.1.1486	0	5	1	0	1	2	3	3	3	2	1	0	4	1	0	2	1	3	0	0	0	2	1	0	0	6	0
U75258.1.1467	0	0	0	0	0	0	1	3	0	1	0	1	0	3	2	4	1	0	1	0	0	0	0	0	4	0	1
AM997774.1.1464	0	0	0	0	0	4	1	3	1	0	0	0	7	2	2	6	2	0	1	5	2	0	3	1	6	3	3
DQ396264.1.1540	2	1	1	4	0	0	0	0	0	2	2	1	0	0	0	0	0	0	1	0	1	2	1	0	1	2	0
GQ274099.1.1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GU235211.1.1292	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
HQ672509.1.1501	4	2	7	2	2	1	0	3	0	0	0	4	0	1	0	3	1	0	2	2	1	2	1	1	1	0	2
HQ672257.1.1503	1	3	2	0	2	1	0	3	1	0	0	1	2	1	1	1	1	0	1	1	1	1	0	3	0	1	2
HQ672526.1.1481	0	1	0	0	2	2	1	1	2	1	2	0	4	0	0	2	1	1	3	0	4	3	0	7	2	7	2
JX945341.1.1455	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HM127167.1.1409	0	0	0	0	0	1	1	0	0	0	0	3	1	0	2	0	3	20	2	1	0	2	1	3	1	0	0
JN860347.1.1517	0	0	0	1	0	2	0	1	0	0	2	2	0	2	0	0	0	4	5	0	1	4	1	4	1	2	3
KC425534.1.1496	3	1	0	0	0	0	1	1	0	3	2	0	0	0	0	0	1	0	0	0	0	2	4	1	0	0	2
FJ745076.1.1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JX434248.1.1471	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DQ173044.1.1495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
EU240464.1.1287	3	0	2	1	0	0	0	1	3	0	0	1	0	0	1	0	0	0	0	0	0	2	1	6	0	0	0
JN018716.1.1396	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0
FR684202.1.1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
JQ226471.1.1301	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
GQ984331.1.1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GU235422.1.1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AM180739.1.1590	0	1	1	0	1	9	6	0	0	0	0	2	3	2	1	0	0	5	1	1	0	2	1	0	0	0	0
