	TARA_100_SRF_0.22_3.0	TARA_102_SRF_0.22_3.0	TARA_109_SRF_0.22_3.0	TARA_110_SRF_0.22_3.0	TARA_111_SRF_0.22_3.0	TARA_112_SRF_0.22_3.0	TARA_122_SRF_0.22_3.0	TARA_123_SRF_0.22_3.0	TARA_124_SRF_0.22_3.0	TARA_125_SRF_0.22_3.0	TARA_128_SRF_0.22_3.0	TARA_132_SRF_0.22_3.0	TARA_133_SRF_0.22_3.0	TARA_137_SRF_0.22_3.0	TARA_138_SRF_0.22_3.0	TARA_140_SRF_0.22_3.0	TARA_141_SRF_0.22_3.0	TARA_142_SRF_0.22_3.0	TARA_145_SRF_0.22_3.0	TARA_146_SRF_0.22_3.0	TARA_148_SRF_0.22_3.0	TARA_149_SRF_0.22_3.0	TARA_150_SRF_0.22_3.0	TARA_151_SRF_0.22_3.0	TARA_152_SRF_0.22_3.0	TARA_056_SRF_0.22_3.0	TARA_057_SRF_0.22_3.0	TARA_062_SRF_0.22_3.0	TARA_064_SRF_0.22_3.0	TARA_065_SRF_0.22_3.0	TARA_066_SRF_0.22_3.0	TARA_067_SRF_0.22_3.0	TARA_068_SRF_0.22_3.0	TARA_070_SRF_0.22_3.0	TARA_072_SRF_0.22_3.0	TARA_076_SRF_0.22_3.0	TARA_078_SRF_0.22_3.0	TARA_082_SRF_0.22_3.0	TARA_084_SRF_0.22_3.0	TARA_085_SRF_0.22_3.0	TARA_093_SRF_0.22_3.0	TARA_094_SRF_0.22_3.0	TARA_096_SRF_0.22_3.0	TARA_098_SRF_0.22_3.0	TARA_099_SRF_0.22_3.0
EU237319.1.1311	16	16	24	10	28	48	24	2	31	11	43	41	6	26	43	17	0	16	0	1	10	3	22	6	6	61	27	25	38	4	0	0	11	25	43	25	34	0	0	0	0	11	8	21	38
JX945354.1.1385	16	10	15	8	12	51	14	2	12	13	17	68	1	14	64	28	9	22	0	3	9	1	1	1	2	59	36	43	56	7	0	0	5	7	38	40	38	0	0	0	0	0	17	43	47
EU802893.1.1441	25	28	15	37	31	17	37	27	34	35	15	20	11	35	15	19	33	14	15	15	11	14	18	12	9	28	23	23	26	36	16	3	8	13	22	17	35	0	0	0	1	15	15	18	17
EU805254.1.1438	14	0	49	21	30	27	14	5	21	17	15	13	0	19	10	49	13	33	10	31	32	22	20	11	9	14	11	17	29	24	8	0	13	11	11	14	23	0	0	0	0	0	5	18	12
GU235302.1.1328	28	10	19	11	11	20	22	17	11	22	13	28	33	13	13	14	7	22	13	18	16	9	24	27	13	21	14	20	14	19	20	9	16	12	19	19	17	9	7	2	17	22	9	7	6
EU802636.1.1362	22	18	14	13	26	26	25	17	15	26	22	24	19	12	19	15	7	10	6	5	11	7	17	28	3	47	23	28	18	13	10	6	18	20	17	18	19	4	0	0	15	20	4	11	22
JN547438.1.1447	1	2	7	4	1	53	1	0	1	2	1	43	0	11	93	17	1	12	0	5	8	5	7	3	1	75	36	39	62	17	1	0	7	12	52	80	49	0	0	0	0	0	2	13	49
GU235638.1.1322	9	21	16	17	15	9	14	14	13	15	4	8	18	8	5	12	13	10	19	13	11	17	16	24	17	7	6	14	10	18	15	9	10	10	11	12	15	26	45	69	20	25	18	15	8
GU940748.1.1341	25	21	21	18	31	7	25	17	22	31	25	12	11	19	25	18	11	14	13	13	15	20	25	18	5	21	16	17	16	22	15	6	9	14	14	4	22	6	9	13	15	13	25	21	12
EU800201.1.1303	18	29	19	21	20	19	27	25	20	39	20	9	14	26	17	22	13	13	13	14	12	14	17	15	20	10	12	17	21	22	10	3	7	14	16	11	28	2	3	2	8	32	32	19	17
EU237468.1.1312	12	32	17	23	23	13	23	19	22	34	15	17	19	14	28	12	19	15	21	11	16	13	15	20	22	8	13	23	13	24	18	4	10	16	15	12	22	3	0	2	10	34	30	14	26
EU686640.25381.26914	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AY664073.1.1228	12	22	17	22	12	11	18	11	14	19	13	11	11	13	17	17	11	14	14	10	13	14	24	16	7	18	19	19	12	17	11	5	8	8	7	9	18	12	32	36	11	27	27	23	23
EU802984.1.1440	18	30	21	25	32	13	22	12	23	24	16	23	7	24	18	20	14	18	11	13	17	12	21	23	9	20	27	38	19	32	19	2	9	15	14	14	27	1	0	2	8	14	25	20	18
EU686618.3359.4826	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	8	0	8	1	3	2	0	2	0	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0
EU803186.1.1437	15	8	21	10	11	40	20	1	23	17	25	42	13	25	52	14	5	21	0	6	7	2	11	10	12	38	31	29	26	4	2	0	21	10	31	22	20	0	0	0	1	8	18	29	29
GU940773.1.1334	20	21	8	56	42	2	20	59	20	21	50	0	7	26	7	1	1	15	10	43	36	32	21	11	48	3	14	6	12	27	17	4	92	249	1	2	2	6	12	8	0	2	0	0	0
AY664012.1.1253	1	10	8	1	0	1	0	54	52	8	0	2	5	5	0	65	152	23	10	13	35	24	12	4	18	3	109	20	30	20	2	11	29	2	1	5	22	0	0	0	27	2	0	1	0
AACY020207233.1273.2814	12	77	9	12	32	13	37	29	19	20	19	32	6	20	18	13	8	33	2	6	24	5	11	11	1	17	4	19	15	13	2	0	0	8	39	17	10	0	0	0	0	0	12	22	21
AY033322.1.1446	0	0	0	1	0	6	1	1	0	0	0	0	0	0	0	0	0	8	0	7	6	4	2	2	0	3	3	3	4	3	0	0	4	2	3	0	4	0	0	0	0	0	0	0	0
AY907820.1.1458	0	0	0	1	1	5	2	8	40	8	2	0	0	0	0	6	4	35	16	34	20	12	4	0	5	12	14	13	40	43	8	0	1	10	8	1	1	0	0	0	0	0	0	0	0
HQ242620.1.1275	12	20	5	7	14	13	15	16	15	15	7	20	6	16	17	15	10	21	11	13	21	11	14	26	9	11	18	18	16	18	20	6	8	14	18	10	11	5	12	8	16	16	17	9	11
GU145455.1.1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AACY023938218.20.1535	0	1	2	5	3	8	4	50	43	12	8	0	0	3	3	10	27	22	14	37	40	24	8	3	5	9	18	17	24	55	15	1	6	25	17	3	2	1	0	0	0	0	0	0	0
DQ009277.1.1996	8	21	4	15	17	7	7	0	7	9	6	7	104	11	7	5	1	1	50	2	4	15	30	48	47	3	1	0	2	1	50	4	7	4	2	1	18	0	0	0	54	24	8	3	5
DQ009159.1.1986	41	12	9	10	28	3	35	8	22	19	18	2	26	18	6	2	1	1	13	5	6	9	15	4	59	8	8	3	6	3	31	38	6	17	2	5	0	0	0	0	6	55	2	2	4
EU803056.1.1370	21	33	13	14	15	9	24	8	16	16	12	19	18	16	7	15	12	13	8	18	16	8	12	27	7	6	18	15	12	25	12	10	14	15	14	12	20	2	1	1	13	26	16	13	17
DQ156479.1.1258	5	2	0	8	45	32	54	17	24	23	24	25	0	3	11	4	2	34	42	12	23	23	9	17	7	15	5	9	17	18	9	0	5	24	24	7	1	0	0	0	0	0	2	14	8
EU802498.1.1435	8	6	14	8	8	45	5	0	5	4	3	62	10	7	49	19	10	25	0	5	3	2	15	10	11	45	21	31	45	3	0	0	13	4	40	40	21	0	0	0	0	4	14	30	33
EU801193.1.1360	16	22	21	17	18	9	13	18	13	15	10	22	26	22	11	10	16	11	18	15	8	13	13	19	17	11	15	10	7	20	15	19	7	7	16	7	8	0	1	0	35	24	15	14	11
U65908.1.1509	0	0	0	0	0	8	0	0	0	0	3	0	0	0	0	0	1	1	11	35	11	17	11	4	8	1	2	1	1	6	4	0	7	0	0	0	1	0	0	0	0	0	0	0	0
AB461943.1.1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JN563820.1.1535	11	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	30	28	4	3	0	0	0	0	10	2	0	0	8
FJ744817.1.1308	4	24	5	16	18	6	10	6	6	13	6	8	35	14	6	10	5	11	23	14	10	16	18	24	21	11	8	6	8	13	22	19	11	10	11	2	8	6	13	20	38	25	13	10	6
EU800402.1.1485	23	18	40	17	16	16	20	16	26	42	13	14	2	53	19	49	20	25	5	8	9	19	10	27	11	23	33	33	14	16	11	0	3	1	24	3	11	0	0	0	0	7	5	14	15
EU802844.1.1359	24	19	9	14	23	19	14	17	13	10	12	31	24	21	20	11	14	18	11	7	17	9	15	17	8	26	18	27	9	18	16	5	12	11	16	7	16	3	0	0	6	26	7	10	8
EF572384.1.1486	37	7	16	29	11	22	42	76	42	31	57	25	2	20	23	40	43	32	7	19	19	16	6	17	0	21	33	28	17	19	13	0	2	11	6	13	5	0	0	0	1	13	26	18	29
FJ744908.1.1331	14	29	18	9	10	6	5	5	4	9	7	4	40	15	2	5	8	5	30	7	7	8	19	20	33	7	5	9	8	17	26	21	15	6	5	6	9	24	27	33	28	32	15	8	6
EU802480.1.1262	10	2	9	10	13	19	10	8	15	18	7	12	2	6	10	10	12	16	9	23	30	13	14	15	16	13	13	19	16	24	12	3	6	8	16	23	15	2	1	0	1	12	20	25	21
EF571926.1.1454	8	3	7	1	12	27	9	5	6	14	8	37	6	5	17	13	14	20	3	7	23	14	24	22	12	24	18	34	24	20	6	0	2	5	25	35	28	0	0	0	1	13	20	34	23
AY726843.1.1232	22	0	0	18	0	1	3	0	0	4	0	0	2	0	5	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	12	2	10	1	0	1	1	12	12	2	0	0
JX017005.1.1403	12	20	22	16	24	5	16	7	14	10	10	19	28	25	5	19	10	12	13	8	2	12	12	29	22	17	11	7	1	14	21	14	14	15	13	7	15	7	2	4	19	23	11	9	7
EF574119.1.1500	23	21	20	22	19	11	29	35	31	36	35	10	4	24	12	28	9	7	15	10	10	17	5	25	8	13	13	22	15	32	20	3	1	13	12	8	2	0	0	0	0	6	10	13	11
EU800666.1.1372	16	28	16	19	12	11	16	16	10	17	6	7	29	23	18	19	9	8	19	7	4	6	15	16	12	8	6	25	12	15	19	14	6	7	13	4	13	0	0	2	19	28	15	13	12
JN547476.1.1428	18	3	7	6	7	20	5	10	9	22	5	19	6	13	8	13	8	20	15	38	28	28	13	8	19	21	19	20	16	18	14	1	18	7	20	17	13	0	0	0	3	4	7	12	9
EU802532.1.1252	12	17	7	21	22	17	21	10	14	9	9	22	22	19	21	9	10	17	15	6	9	15	17	25	12	23	17	17	18	18	21	7	5	7	14	9	6	10	10	28	12	27	25	18	17
AY663941.1.1275	0	13	9	2	0	1	0	40	42	5	1	0	11	7	2	39	135	22	4	17	41	27	9	7	17	2	88	14	21	27	2	4	26	3	0	7	13	1	0	0	41	2	0	0	0
EU802391.1.1436	20	9	13	11	15	45	23	1	19	10	19	44	10	18	32	10	4	18	3	3	9	2	17	17	8	47	19	18	23	4	3	0	10	10	22	32	28	0	0	0	3	5	8	7	30
AACY020068177.376.1853	0	8	9	5	18	60	24	10	44	18	6	7	0	11	12	6	7	12	6	3	9	6	5	3	4	33	10	19	23	13	11	0	6	19	17	5	0	0	0	0	0	0	0	0	2
EF574484.1.1444	0	0	0	0	1	9	2	81	56	8	1	7	2	2	7	63	146	11	3	10	34	12	5	2	6	4	113	25	28	34	1	5	20	3	10	15	10	7	1	1	0	0	3	4	4
EU802942.1.1496	39	38	37	38	14	14	31	26	46	23	22	19	13	16	29	12	14	11	2	7	15	7	8	0	3	10	8	15	22	12	7	0	2	14	21	19	16	1	0	0	0	16	20	16	17
GU940897.1.1343	25	5	29	11	19	9	17	17	19	14	13	20	2	24	18	26	13	22	0	20	19	9	12	21	11	17	17	16	21	14	13	0	5	7	11	18	16	0	1	0	6	12	19	24	15
EU804864.1.1440	21	8	15	11	21	36	19	0	16	7	21	37	4	16	30	10	8	17	0	3	4	4	3	1	5	31	22	33	30	2	0	3	2	4	34	28	31	0	0	0	1	2	5	25	31
GU235451.1.1318	9	14	8	11	10	5	7	5	4	11	5	9	21	18	4	7	15	3	15	18	14	19	18	18	16	10	7	12	4	11	25	9	10	5	9	2	7	18	14	18	38	14	14	12	7
GU234848.1.1327	9	19	10	11	9	9	11	11	14	12	4	6	26	12	6	8	2	6	16	7	4	11	10	18	19	6	6	11	8	11	15	13	3	6	9	11	14	52	48	57	27	26	22	19	9
EU802460.1.1406	16	10	22	7	14	32	25	3	15	23	26	34	4	17	38	22	1	15	0	9	8	4	15	5	4	31	13	18	33	8	1	3	12	15	28	24	30	0	0	0	1	3	6	19	27
EU802960.1.1455	7	20	20	27	14	10	14	8	16	38	17	10	11	41	16	58	12	10	2	5	16	8	13	20	17	18	21	19	7	16	4	2	3	6	12	14	10	0	0	0	0	10	2	5	6
EF572587.1.1496	47	23	30	27	18	10	43	19	33	17	42	11	9	14	22	4	6	10	0	4	11	5	15	7	4	9	11	9	6	6	6	1	10	11	16	17	22	0	0	0	10	7	8	22	29
AF382127.1.1491	0	0	1	12	1	2	0	1	2	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	76	15	12	0	0	0	0	0	0	0	2	0
DQ156348.18592.20063	0	0	0	0	0	1	3	4	1	34	15	0	0	0	1	3	0	42	7	68	68	10	8	2	0	5	11	30	39	12	1	0	4	6	1	1	0	0	0	0	0	0	0	0	0
AM747314.1.1270	19	14	9	12	16	9	14	10	10	13	15	19	17	17	17	9	10	17	11	5	5	8	7	19	9	13	20	27	6	11	19	6	2	12	11	13	11	0	5	0	17	26	8	8	17
EU802700.1.1447	16	15	21	6	15	31	20	3	15	12	14	44	7	8	35	10	4	14	0	2	3	1	5	2	8	27	10	27	19	8	0	1	8	8	20	40	19	0	0	0	2	7	6	21	33
AY664015.1.1220	15	33	23	12	11	5	13	17	16	24	16	16	13	8	10	10	22	11	10	7	10	9	18	13	15	7	17	22	9	12	17	8	7	13	8	11	10	8	4	11	4	26	18	18	11
FJ745032.1.1322	8	26	14	23	16	3	11	1	11	15	10	8	37	17	8	12	15	10	22	5	4	4	20	13	22	4	12	3	13	11	26	8	10	5	6	8	12	1	0	0	16	28	8	7	4
EU686616.36653.38121	4	1	6	6	17	8	27	13	8	5	20	8	0	10	20	1	3	34	1	10	10	4	4	12	1	19	9	9	25	22	7	0	3	29	4	4	2	0	0	0	0	0	0	0	2
EU802971.1.1498	35	14	43	21	30	10	19	14	26	26	19	23	10	21	21	14	20	9	1	4	8	6	15	7	12	17	11	20	10	23	6	0	6	11	21	19	8	0	0	0	2	13	7	7	8
EF572892.1.1439	13	11	7	21	16	22	18	11	18	18	15	23	0	14	16	16	6	17	5	17	12	9	8	17	9	20	19	31	21	19	6	0	12	17	12	20	14	0	0	0	2	17	15	17	22
EF574241.1.1490	16	4	19	22	9	8	31	15	17	16	37	14	1	22	16	52	25	14	5	12	11	13	9	5	3	13	23	15	16	37	2	0	3	7	5	10	12	0	0	0	2	8	13	8	11
EU802980.1.1373	15	6	6	5	15	17	23	10	10	6	16	22	13	25	20	15	12	10	6	13	12	9	12	20	4	31	16	33	10	16	21	4	14	11	13	14	23	1	0	0	12	17	5	7	10
EU802905.1.1437	11	6	19	6	9	22	11	3	4	9	20	38	3	7	31	16	7	24	1	5	4	2	8	4	8	28	26	32	31	10	3	1	2	6	34	32	20	0	0	0	0	4	11	26	31
GU940747.1.1343	21	10	19	20	23	20	21	8	14	11	13	6	5	18	22	21	8	18	6	14	11	9	21	13	7	20	16	23	18	13	3	3	6	5	10	5	15	0	0	0	7	11	18	9	10
EU802833.1.1487	11	37	33	33	8	9	10	18	19	35	20	14	0	35	11	73	24	16	2	6	3	4	1	6	1	16	28	28	18	18	3	0	0	1	18	5	11	0	0	0	2	0	0	0	1
EU802865.1.1431	12	6	4	8	10	16	9	11	9	10	11	31	9	10	15	7	10	18	6	11	18	14	19	16	20	17	12	16	13	14	13	0	13	8	8	26	16	0	1	0	11	9	19	29	17
AACY020555882.2572.4023	18	38	54	42	18	21	31	42	8	47	63	12	2	54	40	4	1	5	2	8	9	3	5	33	2	5	12	15	5	2	9	6	0	37	15	1	1	7	0	0	0	1	2	8	33
FN433412.1.1496	28	22	12	17	12	20	11	3	9	9	19	17	5	16	16	17	23	11	0	5	12	15	13	13	17	9	6	6	9	4	7	0	2	7	12	14	15	0	0	0	9	21	72	51	46
EU802840.1.1440	13	12	17	18	11	27	16	7	11	17	8	35	11	15	37	12	9	18	4	6	7	3	8	9	1	34	14	16	32	11	6	3	1	5	24	20	27	0	1	0	2	13	11	26	29
EU802434.1.1365	21	15	19	18	18	12	27	14	12	29	16	10	11	21	14	12	15	11	16	10	12	15	13	11	9	7	11	17	16	17	9	1	11	12	15	13	8	0	0	0	5	16	31	21	8
EU803160.1.1450	15	12	15	10	17	30	23	4	11	12	25	32	5	15	34	13	6	20	1	3	6	2	11	4	6	31	17	20	25	2	0	0	10	14	27	20	22	0	0	0	0	2	6	21	29
AJXC01000443.5756.7214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GU061415.1.1485	8	9	23	11	7	12	12	23	23	22	20	14	1	31	28	24	26	21	1	7	7	4	3	1	2	29	26	29	12	19	5	0	1	1	21	8	14	0	0	0	0	7	7	6	9
AY726917.1.1225	7	11	5	8	7	11	11	10	10	16	6	9	3	3	12	6	3	16	7	24	14	14	18	16	6	9	8	8	15	14	13	0	11	6	16	19	7	1	2	2	0	6	12	31	22
JQ220558.1.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU799628.1.1361	11	24	11	24	10	3	2	4	5	4	1	3	42	14	3	2	9	3	22	2	5	4	7	13	16	3	2	2	4	4	23	35	6	4	3	3	2	36	51	81	37	17	6	4	7
EF574264.1.1492	16	34	28	33	22	9	5	3	9	5	7	4	35	21	1	4	15	6	3	7	4	10	14	15	31	7	13	3	11	14	9	0	18	12	8	2	7	0	0	0	9	41	16	16	14
HQ672720.1.1447	0	2	1	3	1	8	1	1	1	0	5	1	0	2	0	1	2	15	4	21	31	25	16	5	22	4	6	3	22	11	8	0	17	6	2	5	10	0	0	1	0	0	1	4	1
AY664083.1.1206	3	1	1	1	3	31	2	3	6	2	2	21	6	4	14	1	7	22	4	15	21	6	23	17	24	6	10	5	18	12	4	0	17	15	11	15	19	0	3	2	0	4	53	74	29
EF574440.1.1446	29	20	25	23	15	10	15	5	14	11	14	24	11	17	25	15	5	9	1	3	5	4	10	14	11	23	14	34	9	3	3	3	9	15	17	18	14	0	0	0	5	17	5	7	20
GQ349786.1.1320	7	8	7	11	8	11	11	3	10	15	11	10	16	8	9	3	5	5	8	12	8	10	19	13	17	7	6	5	12	10	13	9	5	6	10	5	6	25	29	54	18	13	8	5	5
HQ674246.1.1475	2	0	2	2	5	1	7	2	2	3	3	2	0	3	2	0	1	6	3	19	9	11	10	6	6	2	2	2	5	7	6	0	4	0	3	6	1	0	0	0	1	4	4	9	5
DQ009161.1.1974	10	17	6	13	25	25	22	14	9	15	16	12	11	14	23	8	5	17	4	14	15	12	21	35	5	7	10	11	10	19	13	0	13	17	20	8	12	0	1	0	2	32	5	8	8
AY664105.1.1226	5	6	8	3	7	28	10	0	6	3	6	22	15	8	28	11	2	4	0	3	5	1	20	8	8	26	12	15	21	3	1	0	14	27	25	15	27	0	0	0	1	11	11	11	12
HQ671756.1.1446	1	2	3	2	6	0	2	34	7	4	13	1	2	4	0	3	0	3	18	4	5	9	14	6	11	0	4	1	1	9	7	29	57	25	0	8	0	205	103	102	0	1	1	1	0
EU802684.1.1366	19	14	10	15	24	16	21	15	16	15	20	27	14	20	14	22	22	7	8	9	12	12	11	12	8	26	24	22	8	19	12	3	8	12	7	8	18	2	1	0	8	14	19	20	17
GU061948.1.1441	17	25	10	18	27	8	17	14	15	29	8	7	17	19	15	23	7	8	13	6	10	12	7	16	8	13	14	18	16	14	16	1	13	6	18	5	12	0	0	1	12	27	19	17	13
EF572922.1.1449	19	9	19	15	10	18	13	13	8	19	17	30	1	13	16	20	13	7	5	3	16	7	12	18	5	20	14	29	11	9	10	0	4	10	24	29	20	0	0	0	0	13	15	24	28
GU235821.1.1320	9	10	15	12	7	4	9	3	8	9	3	7	10	23	7	8	7	8	16	6	10	14	12	12	17	7	8	4	19	8	10	7	5	9	6	6	5	21	39	35	29	21	12	6	5
EU802983.1.1388	14	23	4	12	11	6	14	14	12	18	5	8	18	9	11	6	6	7	8	10	7	13	11	22	11	8	15	12	7	11	7	7	8	7	14	2	13	24	31	48	7	14	9	14	10
FJ745198.1.1365	5	18	11	22	3	5	8	6	7	14	7	9	4	14	11	10	7	7	2	2	4	15	25	36	18	10	7	6	8	7	14	0	2	5	6	2	15	0	0	0	0	20	16	2	11
AACY020075636.150.1670	42	45	21	27	40	0	30	12	26	31	23	0	0	18	3	6	4	2	19	25	19	46	24	3	17	0	2	2	8	12	27	0	10	28	1	0	2	0	0	0	8	16	0	0	0
EU686643.5839.7313	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ150819.1.1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ672889.1.1533	1	5	2	7	4	6	4	1	2	2	7	0	0	4	5	6	1	29	18	47	29	18	8	29	4	2	5	8	20	23	12	2	16	9	16	2	4	0	0	0	0	1	0	0	0
EU802437.1.1387	3	2	7	4	1	5	12	10	8	10	16	0	1	0	7	4	1	35	2	33	28	13	28	11	19	4	11	15	25	13	5	3	11	2	12	5	3	0	0	0	7	4	0	1	2
EU802603.1.1489	30	9	13	25	16	3	16	22	21	57	24	11	2	19	20	37	11	27	0	9	7	5	4	9	1	22	21	29	8	19	1	0	0	3	9	11	7	0	0	0	0	3	2	0	0
JQ062856.1.1462	0	0	0	6	0	11	0	0	4	2	11	0	0	1	2	1	1	29	14	68	32	49	36	6	15	3	14	12	39	36	18	0	30	9	6	2	2	0	0	0	0	0	0	0	0
GQ346815.1.1325	7	14	9	17	4	5	7	3	5	7	5	2	22	10	5	9	2	5	9	13	3	3	9	19	7	5	4	3	3	7	19	19	13	12	0	1	6	20	17	31	16	0	16	12	6
AACY020431964.3244.4753	29	35	18	25	22	6	14	7	15	24	12	16	0	14	6	14	44	5	9	8	5	4	9	5	5	7	11	12	7	11	9	6	5	1	7	14	6	0	0	0	5	10	11	5	14
EU800186.1.1306	5	14	7	10	8	4	3	7	4	7	2	6	29	3	6	5	5	12	17	12	4	6	12	17	12	4	3	4	5	8	11	7	7	6	3	5	13	16	21	24	26	22	16	12	7
AACY020398456.2130.3630	5	1	22	2	2	17	5	1	11	6	6	27	0	2	6	15	18	10	1	3	6	2	5	2	0	10	14	22	12	8	0	0	2	2	15	20	5	0	0	0	0	0	34	31	31
HQ242373.1.1521	13	10	2	0	13	1	27	7	19	13	9	6	15	11	14	2	4	3	13	7	0	4	8	10	53	5	6	13	3	1	26	27	5	7	2	4	3	0	0	0	6	12	0	0	3
AB194003.1.1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ671819.1.1446	2	3	4	9	8	1	5	35	9	8	15	1	2	3	0	0	0	0	13	6	4	3	6	1	8	1	2	3	0	3	5	15	38	33	1	0	0	236	101	87	0	0	0	0	2
HQ673137.1.1450	10	7	10	5	26	26	31	14	20	26	15	8	10	6	13	2	0	3	1	2	7	5	15	18	15	7	2	2	4	0	8	0	5	10	6	8	10	0	0	0	5	19	26	31	19
AY907781.1.1504	0	6	0	0	13	4	11	14	36	16	11	0	0	25	2	4	2	16	10	4	6	7	6	2	14	3	10	20	21	14	49	5	1	12	5	0	0	0	0	0	0	0	0	0	0
AACY020555764.489.1966	28	33	16	17	33	8	22	30	30	20	15	11	0	31	14	5	3	11	12	14	9	10	18	19	15	11	2	5	13	12	29	4	9	22	8	3	5	1	0	0	12	11	0	0	5
EU802894.1.1450	21	16	29	12	10	26	20	14	5	11	9	26	6	24	21	18	31	9	5	5	10	6	8	11	3	26	17	12	8	4	1	0	8	4	26	21	12	0	0	0	0	5	10	19	19
EU803007.1.1326	4	0	10	5	14	7	10	8	13	16	10	12	5	26	22	11	3	21	2	7	13	11	12	5	7	11	17	14	9	12	5	9	1	1	8	4	16	0	0	0	0	12	11	11	12
FJ745251.1.1308	12	11	10	11	7	6	8	8	10	8	9	9	13	15	8	8	9	5	4	3	3	5	4	12	6	13	3	7	3	11	18	4	8	0	7	2	5	4	7	8	11	17	17	10	5
EU802794.1.1441	1	1	2	2	3	38	10	7	1	6	3	8	0	2	22	1	7	37	5	23	21	16	12	8	2	19	18	21	25	20	2	0	3	4	32	25	16	0	0	0	1	0	0	3	1
EU268068.1.1427	17	5	6	6	15	16	12	8	6	13	3	13	14	11	10	7	10	14	8	4	7	6	9	11	9	17	14	19	7	13	15	19	11	11	11	13	9	18	13	1	15	8	2	4	3
EF572586.1.1452	15	22	18	17	26	4	15	20	13	26	14	10	11	23	8	10	8	5	14	6	8	10	16	14	12	5	11	10	10	9	12	3	5	10	6	2	10	2	1	1	16	15	4	1	10
EF574663.1.1445	14	15	27	18	13	10	15	11	16	16	18	5	21	20	17	22	11	10	2	6	15	7	11	6	17	5	9	9	10	10	11	2	13	5	5	6	8	1	0	2	1	8	21	8	19
FJ150824.1.1353	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AACY020255495.903.2404	23	3	12	11	11	6	31	26	14	21	33	7	0	9	6	35	38	9	4	11	6	7	9	1	1	7	6	10	16	21	0	0	3	5	9	1	1	0	0	0	0	9	2	1	5
FN433348.1.1495	18	15	14	11	12	5	9	4	12	9	9	5	57	7	4	4	16	7	19	3	6	6	10	8	79	6	4	3	2	4	27	4	3	1	0	4	3	6	0	0	37	8	11	5	7
AY664000.1.1252	1	8	13	7	0	0	0	30	27	8	1	0	4	4	1	21	91	19	16	15	21	17	8	1	14	2	58	8	13	16	4	7	24	5	0	5	10	0	0	0	24	1	0	0	0
KC002117.1.1316	28	8	25	10	28	16	15	12	29	9	9	22	1	18	12	3	11	10	2	8	6	4	4	8	2	17	4	6	12	12	9	0	0	6	7	10	9	0	0	0	0	37	21	20	24
EU802915.1.1434	10	3	9	7	10	15	9	4	12	16	12	37	2	5	39	19	4	11	2	7	6	6	6	4	2	30	13	24	31	10	3	1	3	9	28	20	16	0	0	0	0	6	12	21	31
EU802822.1.1385	8	8	13	8	5	22	13	12	8	16	7	19	7	17	18	14	5	9	3	9	14	7	10	17	4	11	13	14	18	4	8	0	3	5	12	12	12	0	0	0	0	13	16	14	15
EU802368.1.1440	15	8	20	11	10	18	15	9	13	18	16	12	0	7	17	13	23	22	3	21	17	14	11	5	1	11	9	16	12	17	5	0	8	5	18	4	8	0	0	0	0	1	20	16	16
AACY020545456.443.1983	6	24	7	15	7	6	11	13	5	9	17	2	0	21	11	20	2	7	26	9	5	19	20	39	9	17	8	10	14	10	36	8	2	7	6	3	1	0	0	0	0	10	3	4	6
