	TARA_149_MES_0.8_3.0	TARA_148_MES_0.8_3.0	TARA_138_MES_0.8_3.0	TARA_142_MES_0.8_3.0	TARA_137_MES_0.8_3.0	TARA_144_MES_0.8_3.0	TARA_097_MES_0.8_3.0	TARA_109_MES_0.8_3.0	TARA_110_MES_0.8_3.0	TARA_131_MES_0.8_3.0	TARA_112_MES_0.8_3.0	TARA_146_MES_0.8_3.0	TARA_098_MES_0.8_3.0	TARA_132_MES_0.8_3.0	TARA_078_MES_0.8_3.0
FJ497495.1.1479	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0
HM238130.1.1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
JF727672.1.1503	0	0	1	0	0	1	1	2	1	2	1	0	8	0	2
AB015560.1.1481	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ753743.1.1430	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
JQ194823.1.1315	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
HQ216273.1.1242	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JF737768.1.1324	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0
JQ769639.1.1454	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
HQ190965.1.1512	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
GU553810.1.1407	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
HE646350.1.1437	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HQ540580.1.1322	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
KF286077.1.1402	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
AF355054.1.1421	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FJ892906.1.1360	1	4	1	13	2	1	0	6	5	1	0	0	1	0	3
HQ672584.1.1445	30	45	3	4	2	13	20	0	4	6	6	22	10	11	5
FJ959378.1.1421	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HG423456.1.1444	0	1	0	0	0	1	2	2	1	0	1	1	3	2	1
FM209357.1.1460	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0
JN217142.1.1504	3	0	1	4	4	0	0	0	1	0	0	0	0	0	0
HQ674047.1.1445	5	2	0	1	1	0	3	0	0	1	2	4	1	0	0
AY907798.1.1458	0	0	1	0	1	0	1	0	1	0	0	0	3	0	0
GU118276.1.1458	0	0	0	0	0	1	1	0	0	0	1	0	2	1	3
JQ824926.1.1502	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GU117926.1.1383	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
HM057794.1.1518	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
HQ163185.1.1365	0	0	0	0	0	0	0	5	2	0	0	0	0	1	0
LN560473.1.1324	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
EF573869.1.1425	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KF597122.1.1392	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
HQ673142.1.1517	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LN565162.1.1354	3	3	0	1	0	5	0	0	0	9	2	0	0	1	0
JQ062671.1.1498	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0
HQ910284.1.1470	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
JN431353.1.1301	0	0	0	2	0	1	0	0	0	2	1	0	0	4	0
FN421924.1.1368	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
GU451595.1.1214	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KJ589973.1.1497	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GQ340268.1.1348	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0
HM584364.1.1482	0	4	0	3	0	0	0	0	0	3	3	3	0	1	1
GU552681.1.1458	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
KF741535.1.1514	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
AACY020313349.682.2107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GU941130.1.1401	90	127	34	308	17	281	10	106	48	4	345	152	28	10	87
AY549546.1.1444	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EU925859.1.1515	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
EF019937.1.1339	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
KR269644.1.1413	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EU035931.1.1482	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ214114.1.1411	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FJ959982.1.1408	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
EU686591.19472.20966	1	1	0	0	0	0	3	2	2	2	1	0	2	0	1
AFPM01000004.427.1868	0	2	1	2	1	2	1	2	2	0	2	1	0	2	0
AF409014.1.1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FJ911540.1.1423	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0
HQ397368.1.1487	0	1	0	3	0	4	1	5	1	1	6	0	0	0	0
JX884657.1.1473	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FR684539.1.1493	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
CP013987.473220.474761	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GQ346989.1.1321	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
KF859659.1.1493	0	0	1	1	0	0	0	7	1	0	1	0	0	0	2
FJ746086.1.1451	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FR749783.1.1487	1	0	0	0	3	0	0	1	0	0	0	1	0	1	0
GU108548.1.1407	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1
JQ586273.1.1490	0	1	0	2	0	0	0	0	1	0	1	0	0	2	0
AB630564.1.1423	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0
JQ221992.1.914	1	3	0	2	1	0	1	1	0	0	0	1	4	2	1
HM798930.1.1385	2	1	5	133	1	1	1	0	0	2	0	1	0	1	0
AB021704.1.1333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
FJ893896.1.1352	0	1	0	0	1	2	0	2	0	1	2	0	0	1	0
LC099528.1.1430	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
KJ589728.1.1303	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0
GU574018.1.1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
EU478630.1.2261	2	0	2	2	2	0	0	3	3	1	1	3	0	0	2
FR744542.1.1463	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
HQ326317.1.1454	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FR684492.1.1431	4	2	0	0	1	2	1	0	0	1	0	3	1	2	0
GQ347194.1.1369	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0
FR684306.1.1501	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ580182.1.1509	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0
JF155494.1.1336	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ175351.1.1519	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
HG780364.1.1252	1	1	0	0	0	2	0	0	1	1	0	0	0	1	2
DQ889889.1.1481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KF998963.1.1508	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AY726856.1.1201	0	0	1	0	8	0	0	0	1	0	0	0	0	0	0
GDHX01215805.4.1493	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
HQ673642.1.1465	8	15	2	2	1	12	6	1	0	2	1	6	7	2	3
HE589815.1.1408	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
FR683217.1.1443	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
EU268117.1.1452	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JQ045549.1.1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
JF514235.1.1449	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
GU991525.1.1468	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2
HQ529911.1.919	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0
JN536427.1.1326	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
KP005016.1.1436	1	3	1	0	0	1	7	1	0	3	1	1	5	0	2
DQ396153.1.1534	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HM298835.1.1340	0	0	0	4	0	0	0	0	1	1	0	0	0	0	0
FN428780.1.1554	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
GQ264319.1.1398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ672355.1.1436	8	8	2	1	3	3	5	0	1	2	2	11	8	4	5
HQ672693.1.1437	5	5	1	4	2	3	4	0	0	1	0	6	4	2	1
HQ857716.1.1431	0	0	1	0	0	1	1	0	0	0	1	0	1	1	0
JQ218641.1.1493	0	1	1	0	1	0	10	1	0	2	0	0	3	0	0
HQ397042.1.1514	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
HM161893.1.1277	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JQ817493.1.1455	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
JQ579842.1.1495	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0
HQ672812.1.1511	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0
EU686597.24796.26348	0	4	0	1	0	9	6	0	0	0	0	0	0	0	0
KP326339.1.1461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU491342.1.1536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FM242363.1.1510	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
JX133474.1.1495	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
GU001884.1.1480	0	0	3	0	2	0	2	3	3	1	1	0	2	3	7
JF179708.1.1341	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
FJ905734.1.1387	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0
JQ579728.1.1488	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
FR684477.1.1495	0	0	0	0	0	1	2	0	0	1	0	0	0	0	1
GQ267893.1.1489	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HM022773.1.1267	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JX526756.1.1377	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0
AM712887.1.1509	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
JQ800767.1.1490	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
DQ395408.1.1492	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FR683636.1.1425	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
JX531035.1.1423	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0
GU362988.1.1401	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0
LJVG01000062.31.1566	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
HQ697761.1.1449	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JX525396.1.1436	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LJTC01000012.141780.143061	0	0	1	0	3	0	3	5	2	13	2	0	0	0	0
JQ580464.1.1522	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DQ521388.1.1404	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0
HQ529861.1.913	2	10	3	2	3	4	3	0	0	1	1	3	1	1	0
HQ674263.1.1519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
JX391642.1.1423	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ673105.1.1482	0	4	1	0	1	0	5	0	0	0	1	0	0	0	0
GU217714.1.1429	13	12	0	13	0	63	0	6	3	42	36	10	0	28	0
JQ515481.1.1485	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GU941004.1.1396	0	2	0	0	0	0	3	0	2	0	1	0	1	0	0
JQ426749.1.1440	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
KT008291.1.1551	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
HQ242379.1.1434	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
FN553476.1.1514	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ672427.1.1475	2	4	0	0	0	2	1	0	0	0	1	1	0	1	1
GU061861.1.1423	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
CEPX01022374.68242.69700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FR683768.1.1474	0	0	6	0	0	1	0	0	0	0	2	0	0	2	1
EF368018.1.1445	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FJ825864.1.1481	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC294819.1.1396	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
GQ994288.1.939	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AB622939.1.1365	0	0	0	2	1	0	0	1	5	2	0	0	0	0	2
JN506239.1.1433	0	0	0	0	2	1	1	0	0	0	1	0	1	1	0
AF122002.1.914	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
KM820471.1.1480	2	3	4	9	1	4	0	0	3	23	33	3	0	17	5
HG764512.1.1478	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
JX441566.1.1499	0	0	13	1	0	0	0	0	6	3	0	0	0	23	0
AF468261.1.1416	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FJ744842.1.1329	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
JQ732124.1.1382	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FN563179.1.1451	3	0	1	0	1	1	0	0	0	3	3	0	0	1	0
HQ118415.1.1458	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
HQ203892.1.1426	1	0	1	1	2	1	0	0	1	0	0	0	0	0	1
HM187028.1.1342	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GU940933.1.1263	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0
HG423497.1.1498	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
HQ672579.1.1288	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0
HQ672365.1.1464	12	29	2	3	6	20	43	1	1	5	19	17	22	6	4
HQ673998.1.1436	8	5	4	3	5	6	10	0	1	6	4	15	7	5	4
JN038269.1.1525	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
HQ672090.1.1464	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1
FN428759.1.1497	2	0	7	0	12	0	0	0	0	0	0	0	0	0	0
JF769684.1.1454	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
KT880453.1.1421	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0
GQ246414.1.1511	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KJ721967.1.1439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
FM242223.1.1501	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0
KM820540.1.1448	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AB694519.1.1384	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0
HQ153872.1.1404	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0
JQ062605.1.1440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AY592678.1.1254	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ472935.1.1220	2	6	22	108	25	5	0	3	1	5	2	6	0	2	8
JQ586279.1.1513	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HF912741.1.1356	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
JF272217.1.1428	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
KC682894.1.1484	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FJ905703.1.1342	0	0	0	3	2	2	0	0	1	1	2	0	0	2	1
JN018523.1.931	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
KR269678.1.1441	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1
FJ746204.1.1422	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FM872541.1.1437	8	1	3	4	0	3	0	0	3	3	8	4	0	4	3
GQ901885.1.1220	0	0	3	2	1	0	0	0	0	1	1	0	1	1	0
FM161354.1.1520	0	0	0	3	1	0	0	0	0	3	0	0	0	0	0
HM057643.1.1433	0	0	0	1	1	0	2	2	0	0	1	0	0	1	1
HG793792.1.1424	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GQ349865.1.1377	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AB983370.1.1442	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
FM242267.1.1448	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
GQ346749.1.1377	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0
JF155287.1.1344	3	2	0	7	5	15	1	2	2	90	1	4	1	28	3
JX504400.1.1490	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
GQ302610.1.908	3	3	3	1	2	1	0	0	1	1	0	4	1	1	0
GU234740.1.1373	4	0	0	1	0	2	1	0	0	1	0	7	1	2	2
GU145458.1.1456	1	5	1	0	2	1	0	0	2	0	2	1	2	0	2
FN794255.1.1445	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
FM209355.1.1441	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1
GU940732.1.1358	1	0	0	0	0	0	4	0	1	1	1	0	0	0	1
KJ814038.1.1502	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
HM270847.1.1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HM798965.1.1440	1	0	3	0	1	0	0	0	0	0	0	1	4	0	0
DQ395570.1.1512	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN984879.1.1330	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
JN431710.1.1314	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0
GQ349615.1.1339	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0
KF859608.1.1501	0	0	0	0	0	0	0	1	2	0	3	0	4	0	3
HQ163438.1.1365	2	1	0	3	0	0	8	2	0	1	0	1	1	1	0
JQ337872.1.1429	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
JN018457.1.1392	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
DQ270646.1.1488	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
KC012845.1.1402	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
EF574119.1.1500	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AY664104.1.1218	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
GQ263006.1.1427	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LC122513.1.1419	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EU800709.1.1440	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GU234988.1.1399	1	1	0	0	0	1	3	0	0	0	0	1	1	0	0
HQ673936.1.1513	0	0	0	0	2	0	4	0	0	0	0	0	3	0	0
KJ589908.1.1493	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0
DQ396048.1.1517	2	0	0	0	1	0	0	0	0	3	1	2	0	0	2
JQ716313.1.1516	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0
JQ032274.1.1380	1	1	1	20	4	5	2	2	1	6	5	2	1	1	1
JN825607.1.1352	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
DI196099.1.1411	1	0	0	0	0	1	0	0	0	1	0	3	0	0	0
JQ516366.1.1397	3	1	0	0	0	1	0	0	0	0	0	0	0	1	0
JN178082.1.1524	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2
GU234217.1.1320	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
KF817807.1.1316	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
JQ222277.1.915	3	3	0	0	0	1	1	0	0	1	0	1	1	1	0
GQ850553.1.1521	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
KJ814669.1.923	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ348030.1.1362	43	0	1	24	9	1	2	9	17	12	9	37	53	21	16
HE806326.1.1499	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JQ288724.1.1465	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GQ095436.1.1366	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1
GQ140329.1.1452	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1
M93356.1.1475	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GQ006259.1.1327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ697716.1.1505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JQ800822.1.1483	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
JQ211606.1.1354	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU491392.1.1499	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
HM369095.1.1262	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0
AM997399.1.1495	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0
JN427726.1.1373	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FQ659949.1.1377	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
JQ221124.1.915	1	3	1	3	3	1	3	3	1	0	0	0	0	0	0
KJ589932.1.1480	4	4	4	23	4	17	0	0	0	60	0	6	0	89	1
FQ658994.1.1350	0	0	0	6	0	0	0	0	0	14	0	0	0	1	0
HG004200.1.1464	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0
KJ715882.1.1453	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KF271146.1.1435	3	0	0	0	0	0	7	1	0	1	0	0	0	1	0
HG803097.1.1379	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
JQ045813.1.1475	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ346757.1.1329	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ892880.1.1337	2	0	0	4	0	2	0	0	0	14	0	0	0	0	1
AF119134.1.1327	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FR685887.1.1491	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
JX226992.1.1519	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
HQ672023.1.1447	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
JX570596.1.1360	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
KM194715.1.1216	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FN667148.1.1498	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
FJ902304.1.1271	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
EF573979.1.1443	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0
CZVG01000011.61.1584	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0
HQ674100.1.1520	0	0	3	0	7	0	0	0	1	0	0	0	0	0	0
AANZ01000021.102759.104249	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
HQ163522.1.1373	1	1	7	0	5	0	0	7	7	1	0	0	3	2	1
KC009960.1.1474	1	1	0	0	0	3	5	0	0	2	2	0	19	2	0
JN516796.1.1296	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
FJ900975.1.1309	0	0	3	1	0	0	0	0	0	2	0	0	0	3	0
KF786968.1.1417	0	0	1	0	0	0	1	0	5	0	0	0	2	0	0
FQ659838.1.1379	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LN851756.1.1533	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FJ957834.1.1480	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
KJ589847.1.1513	0	0	16	0	15	0	0	0	3	0	0	0	0	0	0
GAUZ01004947.4.1494	1	1	4	3	2	5	0	10	0	0	0	0	5	1	1
HM437996.1.1444	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
JX441598.1.1511	1	0	0	1	1	0	4	2	0	0	0	0	0	0	3
HQ448941.1.1498	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HE681231.1.1521	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GU437555.1.1513	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
FR670406.1.1515	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
JN571070.1.1471	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
JF049379.1.1260	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FN646614.1.1215	1	0	0	0	1	0	0	0	0	1	1	1	1	2	3
EF597689.1.1451	0	1	1	0	0	1	2	0	0	0	0	1	0	0	0
JF059998.1.1357	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FN667026.1.1452	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
KP645133.1.1474	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FN667260.1.1408	0	0	1	0	0	1	0	0	0	2	1	0	0	1	0
KF289479.1.1330	0	0	0	0	0	1	0	0	0	5	0	1	0	4	1
GU220744.1.1475	0	0	0	7	0	2	1	0	0	1	0	0	1	0	0
X86460.1.1435	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GQ175345.1.1516	1	0	0	0	0	1	0	8	1	20	0	0	4	1	0
EU805102.1.1251	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
JX002550.1.1322	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
GQ263814.1.1431	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ATVJ01000005.3786.5218	5	7	4	26	2	3	0	0	1	7	30	3	1	10	9
KC682567.1.1514	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HM332162.1.1351	3	2	63	27	3	3	0	1	0	2	0	1	0	0	0
GQ098594.1.1355	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GQ347349.1.1301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AB919373.1.1312	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
HQ163641.1.1355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KF799911.1.1492	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
EU237460.1.1326	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GU940897.1.1343	21	27	7	5	11	10	21	7	13	10	11	26	11	12	12
LN560475.1.1324	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0
LCTZ01000002.1413109.1414636	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2
HF571533.1.1371	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
FM877003.1.1530	0	0	0	1	6	0	0	13	8	16	4	0	3	5	1
JX227112.1.1504	0	2	0	0	3	0	1	6	3	0	2	0	0	2	0
GQ348116.1.1369	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0
GQ337167.1.1526	2	0	2	0	1	0	0	0	0	0	1	1	3	0	0
FJ670864.1.1341	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
KX000900.1.1238	0	0	0	1	0	0	0	5	0	15	0	0	3	1	0
HK556904.1.1424	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
JF747662.1.1519	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
KM071706.1.1432	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GQ478416.1.1398	0	1	1	2	0	1	0	0	0	1	2	1	0	1	0
KF786874.1.1385	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FN433422.1.1493	0	1	0	0	0	0	4	0	0	0	0	2	0	0	0
KF786355.1.1342	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
