	TARA_100_DCM_0.22_3.0	TARA_102_DCM_0.22_3.0	TARA_109_DCM_0.22_3.0	TARA_110_DCM_0.22_3.0	TARA_111_DCM_0.22_3.0	TARA_112_DCM_0.22_3.0	TARA_122_DCM_0.22_3.0	TARA_128_DCM_0.22_3.0	TARA_132_DCM_0.22_3.0	TARA_133_DCM_0.22_3.0	TARA_137_DCM_0.22_3.0	TARA_138_DCM_0.22_3.0	TARA_142_DCM_0.22_3.0	TARA_150_DCM_0.22_3.0	TARA_151_DCM_0.22_3.0	TARA_058_DCM_0.22_3.0	TARA_064_DCM_0.22_3.0	TARA_065_DCM_0.22_3.0	TARA_066_DCM_0.22_3.0	TARA_068_DCM_0.22_3.0	TARA_072_DCM_0.22_3.0	TARA_076_DCM_0.22_3.0	TARA_078_DCM_0.22_3.0	TARA_082_DCM_0.22_3.0	TARA_085_DCM_0.22_3.0	TARA_093_DCM_0.22_3.0	TARA_098_DCM_0.22_3.0
FR744840.1.1437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0
JQ753126.1.1502	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	7	0
AY726878.1.1225	0	2	1	2	0	0	4	1	0	0	0	1	2	0	0	1	1	0	0	2	2	5	0	0	0	0	0
EF574522.1.1493	1	0	3	1	0	1	0	4	1	1	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0
FJ745226.1.1342	0	4	1	0	0	0	0	2	0	1	0	1	0	0	1	0	0	0	6	0	0	0	1	0	1	1	0
HQ672453.1.1504	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FJ826217.1.1434	0	0	1	0	0	0	0	1	0	2	0	0	0	1	1	0	0	0	4	4	0	2	0	2	4	0	0
KC000574.1.1361	0	1	0	1	0	0	0	0	1	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
EF584102.1.1469	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
AY726941.1.1243	5	1	2	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	1	5	0	0	0	0	0
EU799576.1.1452	0	0	2	0	0	0	0	0	5	0	0	0	1	0	0	1	0	1	0	1	0	0	1	10	8	0	0
EU919833.1.1484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	17	0	0
GQ337185.1.1459	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
HQ166794.1.1343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	1	0	0	0	0
HQ673213.1.1504	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0
JQ269294.1.1489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	3	0	0
EF574009.1.1228	1	1	0	0	1	0	0	0	1	2	0	0	1	0	0	1	1	1	2	7	0	2	1	4	0	0	1
FJ497481.1.1464	0	0	0	0	1	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673175.1.1518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
GU940745.1.1323	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	6	2	1	0	0	0	0	1	0
AY664162.1.1274	14	1	0	0	0	0	4	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
FR683218.1.1496	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	12	0	0
HQ673398.1.1508	2	6	0	0	2	2	1	0	3	1	0	2	0	1	2	1	0	0	1	0	1	1	1	0	0	0	5
EU237290.1.1304	1	2	2	4	1	0	0	1	2	2	0	1	1	2	1	1	1	3	2	2	0	0	1	0	0	2	1
EU375200.1.1229	5	0	0	0	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0
DQ396101.1.1483	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
GU235553.1.1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
JX015563.1.1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	0	0
EF574915.1.1446	0	0	0	0	0	3	1	1	0	0	0	0	1	1	0	0	1	0	2	6	0	1	0	1	0	0	0
EU802992.1.1202	0	0	0	2	0	0	0	0	1	0	4	2	1	1	0	0	2	0	0	1	2	3	0	0	0	1	0
AY664003.1.1207	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	5	0	3	0	0	0	0	0	1	0
GQ348240.1.1382	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	2	0	0	0	0	3	8	0	0
JQ716329.1.1505	4	0	0	0	0	0	0	5	0	1	0	0	1	1	0	0	1	0	0	0	1	6	1	0	0	0	0
EU237460.1.1326	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	1	2	0	0	0	0	1
HQ672297.1.1436	2	1	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	0	0
FJ457286.1.1379	0	0	0	0	1	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
FJ999615.1.1376	3	0	1	0	1	11	5	0	3	3	0	4	0	0	0	1	0	0	0	2	3	3	0	0	0	0	4
EF573811.1.1477	2	2	0	1	2	0	0	1	2	4	0	2	0	1	3	0	0	0	2	0	1	0	1	0	0	3	0
GQ350363.1.1418	0	1	0	0	2	0	0	6	3	17	0	0	0	1	1	2	0	0	2	0	0	0	1	0	0	0	0
HQ672474.1.1438	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0
AB199884.1.1222	0	2	1	2	0	0	0	0	3	1	0	0	0	1	1	0	0	0	1	7	0	2	1	1	2	0	0
AB086226.1.1529	9	2	0	0	1	0	3	3	0	1	0	1	0	0	0	0	0	1	0	0	0	5	0	1	0	0	0
DQ395884.1.1493	1	0	1	0	1	0	5	1	0	1	1	0	0	0	2	1	1	2	0	2	0	1	1	0	0	3	1
JQ678478.1.1495	0	0	0	0	0	2	7	0	0	2	0	0	1	0	1	0	1	0	1	0	2	10	2	0	0	0	1
EU686609.4445.5936	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
EU802377.1.1244	1	1	0	2	0	2	0	1	1	1	0	0	0	1	0	0	1	1	0	3	0	0	2	0	0	0	1
JN233131.1.1427	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	11	12	0	0	0	1
AY907804.1.1510	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	1	6	0	0	0	1
EU801080.1.1444	2	2	3	0	0	0	0	2	0	5	0	0	1	0	3	0	2	0	1	0	2	0	1	0	3	6	0
EU802816.1.1285	0	1	2	2	0	3	0	0	1	0	0	0	0	0	1	3	1	1	0	0	1	0	1	0	0	1	0
FR684727.1.1495	2	1	5	0	2	0	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
GQ377833.1.1257	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	4	2	0	0	0	0	1
FR684766.1.1486	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	20	2	4	0
GQ351138.1.1461	0	0	0	0	0	1	0	0	1	0	1	2	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0
HQ671978.1.1421	0	0	1	0	0	4	0	0	0	0	0	2	3	5	0	1	1	2	1	9	0	1	0	0	0	0	1
JN591884.1.1486	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	9	0
EU799565.1.1447	0	1	0	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	4	2	0	0	0	5	0	1	1
HQ673281.1.1514	0	0	0	0	1	0	0	1	4	0	3	1	2	1	0	1	1	3	1	1	1	1	1	0	0	0	1
DQ396353.1.1546	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ612356.1.1446	0	0	0	3	0	1	0	1	1	3	0	0	0	0	0	1	2	2	2	4	0	1	0	1	0	0	0
HQ673871.1.1511	0	0	0	2	1	2	1	0	1	6	0	1	0	2	0	0	3	1	0	0	2	3	0	0	0	0	1
HM800924.1.1495	2	0	0	0	0	1	0	7	0	2	0	0	0	6	0	1	0	2	0	0	2	4	0	0	0	0	0
EU491221.1.1486	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673156.1.1501	0	0	0	0	1	1	2	0	1	1	0	0	0	1	6	0	0	0	1	0	0	0	2	0	0	0	2
HQ673679.1.1448	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ671747.1.1440	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	4	0	0	0	18	1	0	0
AY664095.1.1204	0	0	1	0	1	1	0	2	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
DQ396288.1.1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	2	0	0
FJ960103.1.1365	0	5	0	2	2	3	1	0	2	1	3	3	2	0	0	1	0	0	0	3	3	1	1	0	0	0	1
HQ672183.1.1431	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	3	0	3	1	10	4	0	0
HQ672658.1.1512	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ375275.1.1520	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1
GU230457.1.1520	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1
EU491382.1.1515	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR684448.1.1423	2	0	4	0	0	0	0	2	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	5	3	2	0
GU145417.1.1479	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0
EU802703.1.1375	1	0	1	0	0	0	0	1	0	4	0	0	1	1	1	0	0	1	0	1	0	3	1	2	1	1	1
HQ673933.1.1491	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HQ672313.1.1513	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0
EU035849.1.1519	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0
DQ395759.1.1492	0	0	0	0	0	0	3	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
EU799090.1.1463	0	1	0	0	0	0	0	0	0	11	0	0	1	1	1	0	0	0	9	0	1	0	0	1	0	6	0
EU800335.1.1445	1	5	2	2	1	1	0	0	0	2	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	3	0
HQ163111.1.1372	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	4	10	0	0
DQ396207.1.1520	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GQ349827.1.1370	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	9	0
EU237303.1.1308	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	3	0	0	0	2
EU800719.1.1500	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	6	0	0	0	0	1	0	0	0
FJ825917.1.1487	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	3	0	0	0	1	3	8	1	1
FJ826251.1.1219	0	0	0	2	0	0	0	0	0	1	0	1	0	0	2	0	0	0	29	3	0	0	1	0	0	0	0
DQ009456.1.2138	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DQ906721.1.1468	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	2	0	0	0	6	0	1	3	0	0	1	2
EU795194.26094.27645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HQ672974.1.1494	0	0	0	0	4	0	1	0	1	0	1	2	1	0	0	0	0	0	1	0	3	0	0	0	0	0	3
JN976225.1.1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0
HQ242201.1.1427	0	1	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	19	0	0	1
HQ672147.1.1488	0	4	2	1	0	0	0	2	0	5	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	7	0
GU474866.1134.2520	3	3	0	1	3	6	1	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	7
HQ673471.1.1508	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
EU801928.1.1451	1	2	0	1	0	0	0	4	0	1	0	1	2	1	1	3	0	1	2	1	1	1	0	1	1	0	1
AY165565.1.1393	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0
HQ672240.1.1504	0	1	0	0	3	0	1	0	7	0	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
AY664094.1.1203	0	1	2	2	0	3	2	0	0	1	1	0	0	1	0	2	0	1	0	4	0	2	0	1	0	1	1
EF574003.1.1507	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
FR683983.1.1489	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	1	1	9	3	0	0
JX016108.1.1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0
EF573892.1.1515	0	4	3	0	1	0	3	2	1	5	1	0	0	0	0	1	0	0	0	0	3	5	5	0	0	0	0
EU802821.1.1449	1	0	0	0	0	0	0	0	1	0	0	1	1	2	0	3	0	0	0	0	0	1	0	0	0	0	1
FR683810.1.1479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0
JQ222805.1.1339	0	2	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0
JQ224065.1.1343	0	2	0	0	0	1	1	0	1	1	0	0	3	0	1	2	2	2	1	1	0	0	0	0	0	0	0
EU801809.1.1499	0	1	1	3	1	2	2	0	2	0	0	0	0	1	1	0	0	2	2	0	1	0	1	1	0	1	0
FJ456816.1.1475	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	16	2	0	0
AY942759.1.1358	0	2	3	2	0	0	0	2	0	3	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0
FR684640.1.1425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	1	0
EF659447.1.1373	0	1	3	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
EU801854.1.1491	0	2	3	1	0	1	0	0	0	2	0	1	0	2	1	0	0	0	1	1	0	1	0	0	0	3	0
EU795244.966.2471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
EU799418.1.1505	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	4	34	0	0
EU799700.1.1466	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	2	1	0	2	1	5	6	0	0	0	0
FR686054.1.1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	6	1	0
CP001103.480922.482242	2	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0
HQ673392.1.1462	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJ936947.1.1237	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	34	1
EF575111.1.1464	0	0	0	0	0	1	0	0	0	0	0	1	3	1	0	3	0	1	0	0	1	1	2	0	0	0	1
HQ326447.1.1497	4	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
JQ222210.1.914	0	1	0	1	0	0	0	1	1	0	0	2	4	5	4	1	1	3	1	0	2	2	2	3	0	0	0
AY907720.1.1444	4	0	2	3	5	1	5	5	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2
EU799746.1.1472	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
FR686285.1.1481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	0	0
AY664170.1.1253	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
GQ349667.1.1365	3	1	4	3	0	0	0	2	0	1	0	5	1	4	0	0	1	0	5	0	0	0	2	0	6	0	0
HQ242598.1.1472	0	0	1	0	2	4	1	1	4	4	0	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	1
HQ673157.1.1513	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HQ673198.1.1517	0	0	0	0	1	1	6	0	1	0	3	1	0	0	2	1	0	0	1	0	1	1	2	0	0	0	0
HQ674039.1.1470	0	0	0	1	1	1	1	1	1	0	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
AB457051.1.1482	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
JQ678417.1.1486	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR684461.1.1498	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	9	5	0
HQ242234.1.1447	1	0	1	1	1	1	0	0	1	3	0	0	0	0	3	0	1	0	0	1	0	0	1	2	0	0	0
JQ222370.1.913	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FJ826453.1.1441	2	0	0	0	0	0	1	2	1	0	0	1	0	1	1	0	1	0	2	0	4	0	0	0	0	0	4
HQ163217.1.1369	1	2	0	0	0	1	0	1	1	2	0	1	1	1	1	2	0	1	1	1	1	0	0	8	0	5	0
HQ672652.1.1524	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KC001350.1.1316	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0
HQ163759.1.1376	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
JN562356.1.1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HQ163204.1.1341	0	0	0	0	0	5	2	3	5	0	0	1	1	0	4	1	5	1	0	1	0	16	7	0	0	0	4
HQ671981.1.1435	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	2	4	0	2	1	7	4	0	2
JQ222723.1.1345	0	1	0	0	0	4	0	1	0	1	0	5	0	3	1	2	1	2	2	3	2	3	4	1	0	0	1
DQ906724.1.1520	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	38	0	0
ADIF01001074.28.1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0
HQ672307.1.1520	0	1	0	0	2	3	0	0	4	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
HQ673470.1.1488	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
EU805104.1.1449	0	0	0	0	2	1	2	2	0	0	0	0	4	1	0	0	0	5	0	0	2	2	1	0	0	0	0
JF272231.1.1496	6	1	0	0	0	1	3	0	0	0	0	0	1	0	0	0	0	2	1	0	3	1	0	0	0	0	1
HQ674029.1.1449	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADIF01000149.392.1892	0	2	1	1	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	2	39	4	0
AY207502.1.1456	4	1	0	3	0	0	2	2	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
GU941076.1.1291	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
GQ365715.1.1451	0	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0
EF572713.1.1524	1	0	0	0	3	0	2	0	1	0	0	0	0	0	0	9	0	0	0	0	2	1	0	0	0	0	8
FR683729.1.1455	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	1	0	0
DQ395823.1.1463	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0
HQ673957.1.1502	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0
DQ396011.1.1464	1	0	0	0	0	1	1	0	3	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1
DQ396289.1.1501	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
JQ221945.1.914	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JQ611080.1.910	0	0	0	4	1	0	0	2	0	0	0	0	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0
FR683217.1.1443	0	2	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	3	3	1	2
GU062001.1.1458	0	4	4	1	2	0	0	0	1	9	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
HQ113222.1.1463	5	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	2	0	0	1	7	0	0	0	3	0
GQ349579.1.1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	22	0	3	0
CP001998.2186477.2188018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
FJ826327.1.1421	0	2	0	0	1	0	0	0	2	11	0	0	0	1	0	0	0	0	2	1	0	0	0	9	2	1	0
HQ672560.1.1478	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HQ673767.1.1523	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EU801955.1.1269	0	0	0	1	0	1	1	2	0	3	1	0	1	0	0	2	1	4	1	1	1	0	1	1	0	0	1
HQ671954.1.1501	0	1	1	0	0	0	0	1	3	0	0	1	0	1	2	0	1	2	1	1	1	0	0	4	2	2	2
HQ672061.1.1432	1	0	3	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	1	0	13	6	0	0
AY922235.1.1385	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	20	0	0
FJ745272.1.1297	1	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0
DQ396038.1.1519	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
GQ347095.1.1367	0	1	0	0	0	0	0	0	1	0	0	7	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0
HQ674211.1.1482	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
HQ672427.1.1475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HQ673047.1.1485	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0
EU740417.1.1470	0	1	0	2	0	2	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	4	0	0	0	0	0
HQ671840.1.1434	2	0	3	1	1	1	0	2	2	2	0	3	0	2	1	0	0	0	1	8	0	4	3	1	0	2	0
GU553802.1.1446	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0
KC000319.1.1289	0	3	0	0	2	1	0	2	0	5	0	0	2	0	0	1	1	0	1	0	0	0	1	2	0	2	0
GQ348460.1.1358	5	3	0	1	2	2	1	0	3	4	0	2	0	0	0	1	1	2	1	2	3	0	1	0	0	0	1
HQ672505.1.1447	4	0	0	0	3	0	0	0	0	1	0	5	1	4	2	0	1	1	0	0	2	0	1	0	0	0	2
JQ678388.1.1461	1	1	0	0	1	0	0	0	2	0	1	3	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
EF573817.1.1447	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	0	1	3	0	0	0
JX016334.1.1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	0	0
GQ347194.1.1369	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	7	0
EF573566.1.1536	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
HQ672064.1.1462	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	1	4	4	0	2	0	8	4	0	0
JN166331.1.1517	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AY833570.1.1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0
DQ396221.1.1547	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AY162070.1.1325	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	1	0	1	0
EU803124.1.1455	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	0	0
GU145451.1.1466	0	2	0	1	1	1	1	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2
AY663893.1.1242	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	1	0	1	5	0	1	0	0	6	0	0
EF574789.1.1501	1	0	0	0	3	1	0	2	10	0	0	1	0	0	4	5	1	1	1	0	4	1	4	0	0	0	2
EU799371.1.1503	1	1	3	0	1	0	0	0	0	3	0	0	0	0	0	1	1	2	2	1	0	0	0	0	0	0	1
EU799822.1.1437	0	1	0	0	2	1	0	0	2	1	0	0	0	0	2	0	0	0	4	3	0	0	0	1	0	1	0
